Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Assembly BioSample Accession
GCF_030219485.1	ASM3021948v1	Listeria monocytogenes		LMQ21					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-06-07	JARXLT01	10.0	SAMN34163307
GCF_033949885.1	ASM3394988v1	Escherichia coli		ECOLIPH24					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-11-25	JAXASU01		SAMN38289763
GCF_019104255.1	ASM1910425v1	Escherichia coli		KCJ2K2231					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-07-04	JAHRYI01		SAMN19919499
GCF_036034825.1	ASM3603482v1	Staphylococcus aureus		MRSN954549					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-24	JAYXGF01		SAMN39464644
GCF_025420255.1	ASM2542025v1	Klebsiella pneumoniae		Kp8					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2022-09-26	JAODVZ01	80.0	SAMN30946238
GCF_032207055.1	ASM3220705v1	Escherichia coli		MUWRP1013					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-09-29	JAVYIQ01		SAMN34177656
GCF_005391165.1	ASM539116v1	Escherichia coli		KS-NP012					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-04-17	BFYF01	194.0	SAMD00077427
GCF_009792715.1	ASM979271v1	Staphylococcus aureus		OP18					GCF_009792715.1-RS_2024_04_28	Contig	2019-12-23	VKBN01		SAMN12215017
GCF_002061255.1	ASM206125v1	Salmonella enterica subsp. enterica serovar Berta		BCW_3980					GCF_002061255.1-RS_2024_05_12	Contig	2017-03-22	MXRI01		SAMN02368797
GCF_001035415.1	ASM103541v1	Pseudomonas aeruginosa		Pae_CF67.09h					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2015-06-22	LEHM01	124.0	SAMN03566392
GCF_012978225.1	ASM1297822v1	Escherichia coli		C82					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-05-06	JABBOQ01		SAMN14642976
GCF_023657485.1	ASM2365748v1	Escherichia coli		C10S10_CMC16					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2021-10-11	JAIZPN01	219.0	SAMN20931200
GCF_033868475.1	ASM3386847v1	Klebsiella pneumoniae		229					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-11-21		4.0	SAMN38040200
GCF_021415605.1	ASM2141560v1	Klebsiella pneumoniae		17E232					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2022-01-10	JAKCHZ01	157.0	SAMN21237583
GCF_001024235.1	ASM102423v1	Pseudomonas aeruginosa		Pae_CF67.04f					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2015-06-10	LDLU01	208.0	SAMN03566291
GCF_020422205.1	ASM2042220v1	Escherichia coli		31					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-10-11	JAIZZD01		SAMN21928388
GCF_001863035.1	ASM186303v1	Acinetobacter baumannii		XH802					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2016-11-02	LYFW01	217.0	SAMN04745532
GCF_001297295.1	ASM129729v1	Staphylococcus aureus		BU_G0201_t8					GCF_001297295.1-RS_2024_05_08	Contig	2015-09-23	LFMG01		SAMN03658588
GCF_002460945.1	ASM246094v1	Escherichia coli		MOD1-EC1568					GCF_002460945.1-RS_2024_04_27	Contig	2017-10-05	NJVI01		SAMN05591696
GCF_003197935.1	ASM319793v1	Salmonella enterica		CFSAN047913					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-06-07	QJAD01		SAMN04563625
GCF_001884975.1	ASM188497v1	Escherichia coli		KCJ1252					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2016-11-21	MPGZ01		SAMN04335045
GCF_024147025.1	ASM2414702v1	Listeria monocytogenes		CU-259-322					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2022-07-05	JAGYVE01	39.0	SAMN18935530
GCF_029854555.1	ASM2985455v1	Escherichia coli		E22					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-04-23		4.0	SAMN34164682
GCF_002063665.1	ASM206366v1	Salmonella enterica subsp. enterica serovar Typhimurium		BCW_2798					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-03-22	MXZA01		SAMN02368670
GCF_023600065.1	ASM2360006v1	Escherichia coli		19ZY256					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-05-30	JAGDHI01		SAMN18298572
GCF_002001315.1	ASM200131v1	Pseudomonas aeruginosa		SCH_ABX03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-02-16	MVBU01		SAMN06289361
GCF_025697305.1	ASM2569730v1	Pseudomonas aeruginosa		ps167					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-10-13	JAHWAG01		SAMN19868467
GCF_014333185.1	ASM1433318v1	Escherichia coli		1110b					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-08-28	JAACOQ01		SAMN13884689
GCF_024580995.1	ASM2458099v1	Escherichia coli		F3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-08-06	JANIMY01		SAMN29963115
GCF_003834765.1	ASM383476v1	Pseudomonas aeruginosa		LiP7					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-11-26	NSPZ01		SAMN07424160
GCF_002854235.1	ASM285423v1	Klebsiella pneumoniae		COL-Kpn89					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-01-03	NCOP01		SAMN06629666
GCF_003935755.1	ASM393575v1	Serratia marcescens		SM_204					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-12-11	RHPU01	38.0	SAMN10249048
GCF_000591915.1	ASM59191v1	Acinetobacter baumannii 44857_9		44857_9					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2014-03-18	JGBI01		SAMN02644692
GCF_021353765.1	ASM2135376v1	Escherichia coli		KCJ2K1361					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-01-03	JADWRT01		SAMN16870954
GCF_011063265.1	ASM1106326v1	Clostridium perfringens		CP-03					GCF_011063265.1-RS_2024_04_15	Contig	2020-03-03	JAALNK01		SAMN14178509
GCF_016457505.1	ASM1645750v1	Escherichia coli		EC860					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-01-02	JAEMDF01		SAMN17167964
GCF_030907795.1	ASM3090779v1	Streptococcus pyogenes		FUJ00411					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-08-26	JAVFJQ01		SAMN37052240
GCF_029457835.1	ASM2945783v1	Escherichia coli		LBV045/18_urine					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-03-29	JAPQMD01	110.0	SAMN31318057
GCF_004099975.1	ASM409997v1	Enterococcus faecalis		L10					GCF_004099975.1-RS_2024_04_22	Scaffold	2019-01-21	SCIJ01	166.0	SAMN10744146
GCF_011038355.1	ASM1103835v1	Klebsiella pneumoniae		P53					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-02-27	SBDW01		SAMN10592658
GCF_037889995.1	ASM3788999v1	Salmonella enterica subsp. enterica serovar Typhimurium		S8					GCF_037889995.1-RS_2024_04_07	Contig	2024-03-30	JBBKYW01		SAMN40573479
GCF_016925235.1	ASM1692523v1	Klebsiella pneumoniae		B1347					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-02-24		5.0	SAMN17911845
GCF_000329905.1	ASM32990v1	Salmonella enterica subsp. enterica serovar Enteritidis str. SL909		SL909					GCF_000329905.1-RS_2024_05_01	Contig	2012-12-31	ALGX01		SAMN01041180
GCF_025758165.1	ASM2575816v1	Clostridioides difficile		R_cdtRstop4.2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-10-19		1.0	SAMN31149532
GCF_016904495.1	ASM1690449v1	Escherichia coli		FDAARGOS_1281					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-02-17		12.0	SAMN16357423
GCF_020422525.1	ASM2042252v1	Escherichia coli		55					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-10-11	JAIZVE01		SAMN21928363
GCF_016863935.1	ASM1686393v1	Salmonella enterica subsp. enterica serovar Brunei		FW-H5-Mar					GCF_016863935.1-RS_2024_05_06	Scaffold	2021-02-10	JAFDUQ01	112.0	SAMN17393057
GCF_000358435.2	ASM35843v2	Escherichia coli P0304816.10		P0304816.10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2013-04-08	AQAT01		SAMN00829504
GCF_019930085.1	ASM1993008v1	Klebsiella pneumoniae		MRSN19073					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-09-10	JAGYEG01		SAMN18874704
GCF_002770255.1	ASM277025v1	Escherichia coli O26:H11		2935					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2017-10-27	BEVH01	402.0	SAMD00076051
GCF_001712105.1	ASM171210v1	Listeria monocytogenes		A555					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2016-08-24	MDNG01		SAMN05410819
GCF_028867865.1	ASM2886786v1	Klebsiella pneumoniae		KP-P1					GCF_028867865.1-RS_2024_04_29	Contig	2023-02-27	JAQRFC01		SAMN33179816
GCF_007558545.1	ASM755854v1	Escherichia coli		Ec.75251					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-07-27	VLOJ01		SAMN12330847
GCF_016903955.1	ASM1690395v1	Klebsiella pneumoniae		FDAARGOS_1309					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-02-17		5.0	SAMN16357451
GCF_029624425.1	ASM2962442v1	Enterococcus faecalis		F1655					GCF_029624425.1-RS_2024_04_20	Contig	2023-04-08	JARRYW01		SAMN33901062
GCF_001693865.1	ASM169386v1	Streptococcus agalactiae		5877					GCF_001693865.1-RS_2024_04_14	Contig	2016-07-26	MAMZ01		SAMN04481584
GCF_037055435.1	ASM3705543v1	Salmonella enterica		S151					GCF_037055435.1-RS_2024_04_05	Complete Genome	2024-04-05		2.0	SAMN34359772
GCF_029846075.1	ASM2984607v1	Escherichia coli		CE1314h					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-04-19	JARCEU01		SAMN33397564
GCF_004795665.1	ASM479566v1	Pseudomonas aeruginosa		19-028480					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-04-15	SSDD01		SAMN11380141
GCF_036282045.1	ASM3628204v1	Escherichia coli		TTU_441					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-29	JAWLIX01		SAMN37883834
GCF_003841235.1	ASM384123v1	Pseudomonas aeruginosa		PA-W12					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-11-26	NTAX01		SAMN07423876
GCF_002458535.1	ASM245853v1	Escherichia coli		MOD1-EC2412					GCF_002458535.1-RS_2024_04_28	Contig	2017-10-05	NKMQ01		SAMN05605365
GCF_036913875.1	ASM3691387v1	Klebsiella pneumoniae		Etjp2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-02-28	JBAMYP01	82.0	SAMN38511584
GCF_002105875.1	ASM210587v1	Salmonella enterica subsp. enterica serovar Cerro		NY_FSL S10-732					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-04-24	NBPM01		SAMN01902435
GCF_013183175.1	ASM1318317v1	Escherichia coli		FH115					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-05-28	SNOT01		SAMN11104385
GCF_022541025.1	ASM2254102v1	Escherichia coli		AGK0775					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2022-03-10	JAKVWE01	340.0	SAMN21467410
GCF_025404045.1	ASM2540404v1	Escherichia coli		53446					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-09-26	JAGGGO01		SAMN18120954
GCF_009833285.1	ASM983328v1	Serratia marcescens		1614					GCF_009833285.1-RS_2024_03_16	Scaffold	2020-01-07	WUVH01	85.0	SAMN13544569
GCF_020906565.1	ASM2090656v1	Acinetobacter baumannii		ACI713					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-11-21		1.0	SAMN23041240
GCF_001701615.1	ASM170161v1	Klebsiella pneumoniae		SKLX2821					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2016-08-09	LYWQ01	36.0	SAMN05172929
GCF_030214975.1	ASM3021497v1	Klebsiella pneumoniae		UMB8046					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-06-07	JASOKR01		SAMN34996599
GCF_003324095.1	ASM332409v1	Escherichia coli		CVAST2744					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-07-13	NFSI01		SAMN06806425
GCF_029457865.1	ASM2945786v1	Escherichia coli		LBV036/18_urine					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-03-29	JAPQLX01		SAMN31317800
GCF_026229195.1	ASM2622919v1	Klebsiella pneumoniae subsp. pneumoniae		LC-423/19					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-11-17	JANHOW01		SAMN29934024
GCF_003836985.1	ASM383698v1	Pseudomonas aeruginosa		A237					GCF_003836985.1-RS_2024_04_07	Contig	2018-11-26	NSUR01		SAMN07424038
GCF_033245965.1	ASM3324596v1	Klebsiella pneumoniae		KP58_WM2_48.22_ST147_NDM5_OXA48					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-11-02		4.0	SAMN37951965
GCF_021960555.1	ASM2196055v1	Staphylococcus aureus		D2					GCF_021960555.1-RS_2024_03_17	Contig	2022-02-04	JAHXJX01		SAMN20347835
GCF_014494455.1	ASM1449445v1	Escherichia coli		FF1371					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-08	JACUYY01		SAMN14997976
GCF_022552705.1	ASM2255270v1	Pseudomonas aeruginosa		80/2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2022-03-12	JAJPMM01	73.0	SAMN23763295
GCF_002124515.1	ASM212451v1	Staphylococcus aureus		CFSA205					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2017-05-10	NDPR01	52.0	SAMN06698147
GCF_013000945.1	ASM1300094v1	Streptococcus agalactiae		01173					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-05-09		1.0	SAMN14677105
GCF_002810735.1	ASM281073v1	Escherichia coli		KCJK6265					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-12-05	PIOR01		SAMN08104570
GCF_013343535.1	ASM1334353v1	Pseudomonas aeruginosa		DVT412					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-06-15		1.0	SAMN14271762
GCF_002893825.1	ASM289382v1	Klebsiella pneumoniae subsp. pneumoniae		GD4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-01-21		2.0	SAMN08166690
GCF_018138005.1	ASM1813800v1	Enterococcus faecalis		L21					GCF_018138005.1-RS_2024_05_17	Chromosome	2021-04-24		3.0	SAMN18063042
GCF_017162495.1	ASM1716249v1	Escherichia coli		E5					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-03-03	JAFJVP01		SAMN14127925
GCF_004523255.1	ASM452325v1	Escherichia coli		402740					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-03-29	SONQ01		SAMN11023828
GCF_013412415.1	ASM1341241v1	Salmonella enterica subsp. enterica serovar Typhimurium		B3253					GCF_013412415.1-RS_2024_03_13	Contig	2020-07-13	WSAK01		SAMN13112072
GCF_002029395.1	ASM202939v1	Salmonella enterica subsp. enterica serovar Typhimurium		LT2 KO STM1252					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2017-03-15	MWQV01	57.0	SAMN05200447
GCF_018680695.1	ASM1868069v1	Staphylococcus aureus		GDB20D114A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2021-06-02	JAEUFA01	52.0	SAMN17515956
GCF_020422295.1	ASM2042229v1	Escherichia coli		58					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-10-11	JAIZUR01		SAMN21928378
GCF_003420105.1	ASM342010v1	Staphylococcus aureus		M1K168					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-20	BDXV01	23.0	SAMD00083527
GCF_020168675.1	ASM2016867v1	Escherichia coli		FT11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2021-09-26	JAIBOT01	118.0	SAMN20337532
GCF_002184005.1	ASM218400v1	Acinetobacter baumannii		ABUH641					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-06-08	NDAA01		SAMN06461871
GCF_003718495.1	ASM371849v1	Salmonella enterica subsp. enterica serovar Typhi		343078_201101					GCF_003718495.1-RS_2024_03_20	Complete Genome	2018-11-07		1.0	SAMN09320571
GCF_001067935.1	ASM106793v1	Pseudomonas aeruginosa		928_PAER					GCF_001067935.1-RS_2024_05_01	Contig	2015-07-10	JUNG01		SAMN03198146
GCF_021343115.1	ASM2134311v1	Escherichia coli		E-T109					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2022-01-01	JAJTRE01	176.0	SAMN24372997
GCF_018884705.1	ASM1888470v1	Clostridioides difficile		Cd18					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-06-15		5.0	SAMN11021916
GCF_002126735.1	ASM212673v1	Staphylococcus aureus		CFSA028					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2017-05-10	NDUS01	141.0	SAMN06698015
GCF_023700525.1	ASM2370052v1	Klebsiella pneumoniae		BJ17-0111					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-06-09	JAMPUI01		SAMN27593782
GCF_022212885.1	ASM2221288v1	Enterococcus faecalis		142-1					GCF_022212885.1-RS_2024_03_27	Complete Genome	2022-02-12		3.0	SAMN25249820
GCF_006704945.1	ASM670494v1	Pseudomonas aeruginosa		PASP199					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-07-07	VIIH01		SAMN12162694
GCF_037030835.1	ASM3703083v1	Klebsiella pneumoniae		KpLESPA_193					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-03-05	JAYETF01		SAMN38876773
GCF_037163335.1	ASM3716333v1	Pseudomonas aeruginosa		ATCC 27853-36					GCF_037163335.1-RS_2024_03_15	Scaffold	2024-03-14	JAWLMZ01	106.0	SAMN37299560
GCF_031085185.1	ASM3108518v1	Klebsiella pneumoniae subsp. pneumoniae		3245					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-09-03	JAVHUF01		SAMN37132824
GCF_033223225.1	ASM3322322v1	Pseudomonas aeruginosa		HPA0663					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-11-02		2.0	SAMN37928628
GCF_021045005.1	ASM2104500v1	Staphylococcus aureus		SA201509					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-12-05	JAJNOM01		SAMN23474954
GCF_001910425.1	ASM191042v1	Pseudomonas aeruginosa		CCF_851					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2016-12-20	MPUT01		SAMN05774249
GCF_003429365.1	ASM342936v1	Salmonella enterica subsp. enterica serovar Enteritidis		FORC_075					GCF_003429365.1-RS_2024_03_20	Complete Genome	2018-08-28		2.0	SAMN07580859
GCF_006493855.1	ASM649385v1	Acinetobacter baumannii		MRSN10372					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-06-26	VHHM01		SAMN12087724
GCF_002248525.1	ASM224852v1	Klebsiella pneumoniae		KPPUTH07					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-08-11	NQEG01		SAMN07450699
GCF_038593775.1	ASM3859377v1	Pseudomonas aeruginosa		ID_441_19					GCF_038593775.1-RS_2024_04_29	Scaffold	2024-04-28	JBCGAG01	128.0	SAMN40996655
GCF_019282275.1	ASM1928227v1	Escherichia coli		HECR9					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2021-07-19	JAHVLY01	136.0	SAMN19607839
GCF_006238105.1	ASM623810v1	Escherichia coli		EETUKB182					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-06-11	SQML01	163.0	SAMN11232733
GCF_013366905.1	ASM1336690v1	Escherichia coli		19-241-1(1)					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-06-22	JAADZX01		SAMN13937740
GCF_039667795.1	ASM3966779v1	Serratia marcescens		013264					GCF_039667795.1-RS_2024_05_18	Contig	2024-05-17	JARSAY01		SAMN33986245
GCF_002407365.1	ASM240736v1	Escherichia coli		NA259					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-10-02	MJGD01		SAMN05791018
GCF_013185885.1	ASM1318588v1	Escherichia coli		10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-05-28	JABACS01		SAMN14572048
GCF_016404085.1	ASM1640408v1	Escherichia coli		S19-95					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-12-26	JAEKHB01		SAMN16993364
GCF_003863775.1	ASM386377v1	Pseudomonas aeruginosa		1631					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-12-04	RRBO01		SAMN10484673
GCF_004168075.1	ASM416807v1	Enterococcus faecalis		728T					GCF_004168075.1-RS_2024_04_22	Contig	2019-02-11	SEWT01		SAMN10829703
GCF_001275305.1	ASM127530v1	Klebsiella pneumoniae		SY-B2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2015-08-27	LIPK01		SAMN03997513
GCF_008079925.1	ASM807992v1	Staphylococcus aureus		ST612NSW24					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-08-23	VROJ01		SAMN12496396
GCF_032462325.1	ASM3246232v1	Klebsiella pneumoniae		INSA55712					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-10-07	JAWDCO01		SAMN37608156
GCF_026127105.1	ASM2612710v1	Pseudomonas aeruginosa		KCJ3K52					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2022-11-10	JACYET01	346.0	SAMN16213330
GCF_038757485.1	ASM3875748v1	Escherichia coli		LREC5808					GCF_038757485.1-RS_2024_05_05	Contig	2024-04-30	JAUDFQ01		SAMN35796979
GCF_003302905.1	ASM330290v1	Escherichia coli		A204					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-07-09	NRYZ01	165.0	SAMN07556539
GCF_002123255.1	ASM212325v1	Staphylococcus aureus		CFSA202					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2017-05-10	NDPU01	49.0	SAMN06698144
GCF_014855115.1	ASM1485511v1	Enterococcus faecalis		ENV-155					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-10-05	JACZBL01		SAMN15957548
GCF_006364855.1	ASM636485v1	Streptococcus pyogenes		SPY8003					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-06-19	VCIC01		SAMN10996188
GCF_036314605.1	ASM3631460v1	Escherichia coli		EC174					GCF_036314605.1-RS_2024_03_16	Contig	2024-01-31	JASKNY01		SAMN35126038
GCF_001058195.1	ASM105819v1	Enterococcus faecalis		732_EFLS					GCF_001058195.1-RS_2024_04_17	Contig	2015-07-10	JUVH01		SAMN03197937
GCF_020820335.1	ASM2082033v1	Staphylococcus aureus		113.1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-11-09	JAJHNE01		SAMN22562211
GCF_018916285.1	ASM1891628v1	Salmonella enterica subsp. enterica serovar Typhimurium		337 A					GCF_018916285.1-RS_2024_03_13	Scaffold	2021-06-16	JACYBB01	185.0	SAMN16134526
GCF_009934155.1	ASM993415v1	Streptococcus agalactiae		NNA036					GCF_009934155.1-RS_2024_03_17	Contig	2020-01-27	NAXB01		SAMN06624971
GCF_002195235.1	ASM219523v1	Escherichia coli		UMDUCD-O157-2016-S16					GCF_002195235.1-RS_2024_03_27	Contig	2017-06-15	NHXN01		SAMN06005810
GCF_023061425.1	ASM2306142v1	Escherichia coli		K09ab-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2022-04-19	JAENJS01	153.0	SAMN17214478
GCF_002039445.1	ASM203944v1	Salmonella enterica subsp. enterica serovar Enteritidis		CFSAN057635					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2017-03-20	MZOI01	34.0	SAMN06073780
GCF_025722955.1	ASM2572295v1	Acinetobacter baumannii		NY13623					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-10-17		4.0	SAMN31100588
GCF_009797845.1	ASM979784v1	Klebsiella pneumoniae		ZRYYKP1A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-12-24	WJTK01		SAMN13190881
GCF_002182695.1	ASM218269v1	Acinetobacter baumannii		ABUH431					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-06-08	NCYW01		SAMN06461809
GCF_000704705.1	ASM70470v1	Escherichia coli 2-474-04_S4_C2		2-474-04_S4_C2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2014-06-11	JNRM01		SAMN02687511
